Article Name,Description,Link
Viper,Has released over 1927 albums though a majority contain recycled material. Titles of his work include You'll Cowards Don't Even Smoke Crack and Kill Urself My Man.,https://en.wikipedia.org/wiki/Viper_(rapper)
The Wealdstone Raider,A supporter of English non-league football team Wealdstone whose retorts towards rival supporters went viral and saw him challenging for the Christmas number one spot in 2014.,https://en.wikipedia.org/wiki/The_Wealdstone_Raider
Wesley Willis,A musician and visual artist who recorded songs about topics such as his home town of Chicago his schizophrenia violent confrontations with cartoon superheroes and bestiality was fond of headbutting fans and often ended his songs with Rock over London rock on Chicago followed by a product slogan.,https://en.wikipedia.org/wiki/Wesley_Willis
Gary Wilson,An experimental musician who sings about stalking girls and plays with duct tape fake blood powder and mannequins when on stage.,https://en.wikipedia.org/wiki/Gary_Wilson_(musician)
Wild Man Fischer,A schizophrenic Los Angeles street entertainer whose big break was recording an album with Frank Zappa. Their collaborations ended when Fischer in a violent rage threw a bottle that nearly hit Zappa's daughter Moon.,https://en.wikipedia.org/wiki/Wild_Man_Fischer
The Zimmers,A rock band made up of elderly musicians. As of 2017[update] the oldest member had lived to 101.,https://en.wikipedia.org/wiki/The_Zimmers
The Zombeatles,Paul is undead.,https://en.wikipedia.org/wiki/The_Zombeatles
The Anacreontic Song,An 18th-century drinking song whose melody was later adopted for The Star-Spangled Banner.,https://en.wikipedia.org/wiki/The_Anacreontic_Song
As Slow as Possible,A piece of music by John Cage to be performed until 2640.,https://en.wikipedia.org/wiki/As_Slow_as_Possible
Carnival of Light,The Holy Grail for Beatles fans: an 11-minute recording of the Fab Four aimlessly bashing their instruments and shouting gibberish.,https://en.wikipedia.org/wiki/Carnival_of_Light
Grosse Fuge,A composition written by Ludwig van Beethoven which was universally put down at the time as being incomprehensible now accepted as one of his greatest works.,https://en.wikipedia.org/wiki/Grosse_Fuge
Helikopter-Streichquartett,A string quartet composition by Karlheinz Stockhausen that must be played in four circling helicopters the sound remixed chopper sounds and all for an audience on the ground.,https://en.wikipedia.org/wiki/Helikopter-Streichquartett
Homage to Hans Keller,A piece for four tubas by Anthony Burgess written immediately after Keller reviewed the operetta Blooms of Dublin as a pathetic pastiche. Roger Lewis called it a kind of lavatorial blast.,https://en.wikipedia.org/wiki/Hans_Keller
Leck mich im Arsch,A canon whose title translates as Lick Me in the Arse by Wolfgang Amadeus Mozart.,https://en.wikipedia.org/wiki/Leck_mich_im_Arsch
List of musical works in unusual time signatures,What's the most absurd time signature you can imagine? 1/12? ⅔/2? How about 32/2/4?,https://en.wikipedia.org/wiki/List_of_musical_works_in_unusual_time_signatures
List of silent musical compositions,Not to be confused with The Sound of Silence these tunes don't have really much to hear.,https://en.wikipedia.org/wiki/List_of_silent_musical_compositions
List of music considered the worst,We built this city on not being very good.,https://en.wikipedia.org/wiki/List_of_music_considered_the_worst
Rage Over a Lost Penny,An audience favorite from Beethoven's oeuvre. It's gleefully angry but the maestro left it unfinished.,https://en.wikipedia.org/wiki/Rage_Over_a_Lost_Penny
Boris Johnson Is a Fucking Cunt,A foul-mouthed comedy punk song about the British Prime Minister that attempted to be the UK Christmas number one in 2020. Despite getting no air time it got to No. 5. The following year it spawned a sequel which also got to No. 5 in the Christmas chart. From the same band that brought you Prince Andrew Is a Sweaty Nonce and Fuck the Tories.,https://en.wikipedia.org/wiki/Boris_Johnson_Is_a_Fucking_Cunt
Camouflage,A vinyl single from 1983 that contained a computer programme for the song's own music video for the ZX81. Created by a man who later found fame wearing a papier-mâché head.,https://en.wikipedia.org/wiki/Camouflage_(Chris_Sievey_song)
Eat Your Salad,The Latvian entry of the Eurovision Song Contest 2022. The lyrics speak of eating veggies and p*ssy along with numerous other sexual innuendos. Somehow the song still has a serious message.,https://en.wikipedia.org/wiki/Eat_Your_Salad
Euro-Vision,The Belgian entry of the Eurovision Song Contest 1980 whose lyrics spoke precisely of the event in which they took part.,https://en.wikipedia.org/wiki/Euro-Vision
Five Per Cent for Nothing,A very short instrumental by a band noted for very long songs that was retitled as a parting shot at their former manager who sued them afterwards.,https://en.wikipedia.org/wiki/Five_Per_Cent_for_Nothing
Flappie,A Dutch Christmas song about cannibalism.,https://en.wikipedia.org/wiki/Flappie
Give That Wolf a Banana,A song that combines Little Red Riding Hood and two crazy 4.5 billion year old yellow wolves called Keith and Jim. The meaning of the song is debated but one common theory is of all things vaccines. It's also a Eurovision song to boot.,https://en.wikipedia.org/wiki/Give_That_Wolf_a_Banana
Hitler Has Only Got One Ball,Was der Führer only half a man?,https://en.wikipedia.org/wiki/Hitler_Has_Only_Got_One_Ball
Jeg har set en rigtig negermand,A Danish #1 single from 1970 extolling the virtues of racial equality while calling a negro man black as a bucket of tar.,https://en.wikipedia.org/wiki/Jeg_har_set_en_rigtig_negermand
Jiggle Jiggle,That time when an autotuned interview with Louis Theroux became so popular they convinced him to do a song.,https://en.wikipedia.org/wiki/Jiggle_Jiggle
Lemon Incest,Fun for the whole family!.....NOT!,https://en.wikipedia.org/wiki/Lemon_Incest
Lift Yourself,What do you get when one of the world's most acclaimed rappers who is also notoriously neurodivergent decides a beat is too good for a rival rapper to own? Hint: Poopy-di scoop. Scoop-diddy-whoop. Whoop-di-scoop-di-poop.,https://en.wikipedia.org/wiki/Lift_Yourself
The Most Mysterious Song on the Internet,The name says it all. (Well almost.),https://en.wikipedia.org/wiki/The_Most_Mysterious_Song_on_the_Internet
The Most Unwanted Song,Featuring operatic rapping a children's choir urging listeners to go to Wal-Mart bagpipes cowboy music and political slogans shouted through a bullhorn.,https://en.wikipedia.org/wiki/The_Most_Unwanted_Song
Never Learn Not to Love,The Beach Boys' collaboration with Charles Manson. (Yes that Charles Manson.),https://en.wikipedia.org/wiki/Never_Learn_Not_to_Love
Nyah nyah nyah nyah nyah nyah,If you can see someone's underwear here's the tune to tell them by.,https://en.wikipedia.org/wiki/Nyah_nyah_nyah_nyah_nyah_nyah
Prisencolinensinainciusol,The song where the lyrics are deliberately unintelligible gibberish intended to sound to its Italian audience as if it is sung in English spoken with an American accent.,https://en.wikipedia.org/wiki/Prisencolinensinainciusol
Ram Ranch,A spoken-word heavy metal song about a gay cowboy orgy that became an internet meme and a counter-protest song against the Canadian convoy protest.,https://en.wikipedia.org/wiki/Ram_Ranch
Ready 'n' Steady,A song mentioned in a top songs list of a notable magazine that was long-believed by some to be non-existent because collectors were unable to find a recording or further information on it until 33 years after it was written.,https://en.wikipedia.org/wiki/Ready_%27n%27_Steady
Supermarioland,Rapping set to the theme of Super Mario Land. After hearing the song Nintendo not only cleared the sample but also requested they make an album of Super Mario material.,https://en.wikipedia.org/wiki/Supermarioland_(song)
Tetris,A Eurodance version of the Tetris theme co-produced by Andrew Lloyd Webber. It was in the British charts at the same time as Supermarioland mentioned above.,https://en.wikipedia.org/wiki/Tetris_(Doctor_Spin_song)
There's No One as Irish as Barack O'Bama,A 2008 song celebrating the Irish heritage of then-candidate for President of the United States Barack Obama.,https://en.wikipedia.org/wiki/There%27s_No_One_as_Irish_as_Barack_O%27Bama
Timothy,A top 40 hit in 1970 written by Rupert Holmes of The Piña Colada Song fame that gained success despite (or due to) the fact it was about cannibalism during a mining disaster.,https://en.wikipedia.org/wiki/Timothy_(song)
To Me To You (Bruv),An unexpected collaboration between rapper Tinchy Stryder and British comedy duo the Chuckle Brothers.,https://en.wikipedia.org/wiki/To_Me,_To_You_(Bruv)
United Breaks Guitars,A protest song against United Airlines which caused their stock price to fall by 10% and cost shareholders $180 million.,https://en.wikipedia.org/wiki/United_Breaks_Guitars
We Didn't Start the Fire,A song covering the major events of 40 years. Check Events mentioned for explanations of each.,https://en.wikipedia.org/wiki/We_Didn%27t_Start_the_Fire
You Suffer,At a full 1.316 seconds in length the shortest song with a physical single release of all time.,https://en.wikipedia.org/wiki/You_Suffer
You're Pitiful,The true story of how a Weird Al Yankovic parody caused the article for Atlantic Records to be regularly vandalized.,https://en.wikipedia.org/wiki/You%27re_Pitiful
A Rubber Band Christmas,An album of Christmas music created using office supplies.,https://en.wikipedia.org/wiki/A_Rubber_Band_Christmas
All Lights Fucked on the Hairy Amp Drooling,An early album by Godspeed You! Black Emperor which had a tiny release and was impossibly rare until a 2022 release.,https://en.wikipedia.org/wiki/All_Lights_Fucked_on_the_Hairy_Amp_Drooling
The Boy Bands Have Won,Actually this album's full title is The Boy Bands Have Won followed by a further 151 words. As of August 2009 it holds the record for the longest album title.,https://en.wikipedia.org/wiki/The_Boy_Bands_Have_Won
Cigarettes and Valentines,An entire record by Green Day whose master tracks were stolen. This led to the creation of American Idiot.,https://en.wikipedia.org/wiki/Cigarettes_and_Valentines
Dark Night of the Soul,Due to a legal dispute this album was released with a blank CD-R.,https://en.wikipedia.org/wiki/Dark_Night_of_the_Soul_(album)
Eat Shit You Fucking Redneck,Pigface doesn't like rednecks so much.,https://en.wikipedia.org/wiki/Eat_Shit_You_Fucking_Redneck
Elvis' Greatest Shit,Not the one he was trying to pass the night he allegedly died.,https://en.wikipedia.org/wiki/Elvis%27_Greatest_Shit
Embrace (American band Embrace album),What happens to Wikipedia article titles when two different bands with the exact same name both release self-titled albums.,https://en.wikipedia.org/wiki/Embrace_(American_band_Embrace_album)
Everywhere at the End of Time,A 61⁄2 hour concept album series portraying the stages of mental deterioration caused by Alzheimer's disease. Sounds obscure? It became popular in the most unexpected of places.,https://en.wikipedia.org/wiki/File:Featured_article_star.svg
Everyday Chemistry,A supposed album by the Beatles from an alternate dimension where they never broke up.,https://en.wikipedia.org/wiki/Everyday_Chemistry
In Search of The,A box set isn't particularly unusual. A box set of 13 full albums that have never been released before handmade by the artist is pretty unusual.,https://en.wikipedia.org/wiki/In_Search_of_The
The Lillywhite Sessions,Never officially released and yet fans and critics can argue that it's the best album by the Dave Matthews Band.,https://en.wikipedia.org/wiki/The_Lillywhite_Sessions
